11,17,29,33,34,44,45
7,19,25,27,30,42,45
5,9,10,17,25,42,43
13,23,25,27,37,43,45
10,15,17,25,28,31,39
15,28,31,36,39,41,42
1,3,19,22,24,26,44
1,9,19,34,37,43,45
1,6,12,15,29,36,42
8,10,14,15,17,39,40
2,6,11,17,22,26,45
1,11,13,21,27,43,45
2,11,12,16,20,27,37
5,21,23,29,34,35,42
2,5,12,15,19,34,43
2,5,11,19,28,30,37
5,14,19,27,29,30,35
7,9,12,18,30,36,40
1,7,12,17,24,26,34
2,18,20,27,30,31,40
5,28,31,33,35,39,45
4,9,10,17,19,21,28
5,10,27,30,32,37,45
1,3,16,38,40,41,43
8,15,23,27,35,37,45
3,21,24,28,31,34,45
5,7,8,17,24,32,35
1,5,16,18,23,29,44
2,4,20,23,30,41,45
2,13,28,30,34,41,45
3,8,11,26,29,33,35
13,14,16,24,28,29,38
6,16,23,25,27,32,37
4,16,17,27,33,35,37
5,8,13,15,35,41,44
7,12,13,21,26,35,41
1,5,11,20,27,28,33
16,18,20,21,22,32,43
1,13,21,24,25,36,43
6,10,12,20,24,31,42
2,7,25,28,32,35,40
11,12,17,18,21,22,25
5,18,19,20,41,43,44
3,20,22,32,33,43,45
3,19,28,30,34,40,44
1,7,22,24,29,32,41
9,15,18,21,23,31,40
3,12,21,23,29,38,40
1,8,26,31,34,35,44
2,8,9,19,27,33,34
1,4,7,12,16,34,44
3,6,10,11,15,35,43
2,11,13,22,25,39,42
6,8,17,29,40,41,43
16,19,20,24,34,36,41
5,11,16,17,24,39,41
9,16,28,29,37,42,45
2,3,7,20,21,24,35
7,13,15,19,27,35,43
7,18,19,20,21,24,26
7,12,25,27,28,35,36
5,12,17,22,28,34,45
10,14,26,27,30,39,44
6,24,25,27,32,36,38
4,7,20,25,42,43,45
2,4,6,7,15,17,36
1,16,24,25,31,35,36
4,6,25,27,31,33,34
7,22,23,24,31,36,39
2,8,10,18,24,27,28
7,11,29,34,35,42,45
7,12,22,28,29,32,37
1,2,20,35,36,44,45
6,12,13,22,27,28,33
3,6,10,11,26,35,39
14,18,23,31,33,37,40
7,18,20,33,37,38,40
17,21,32,37,38,40,44
19,22,28,29,32,34,38
5,18,23,24,28,42,44
1,19,20,21,26,37,44
2,8,14,17,22,34,35
1,2,19,24,26,37,43
8,25,39,42,43,44,45
2,3,13,27,31,37,38
6,9,14,23,26,30,44
2,25,28,29,35,39,40
2,11,15,36,39,41,43
17,19,20,21,22,23,33
1,9,11,17,30,39,44
3,4,6,12,18,22,42
5,14,16,18,19,20,28
7,10,13,15,18,27,45
13,18,22,27,33,38,42
15,24,25,28,36,37,44
6,14,15,16,18,30,40
5,15,21,26,35,40,43
8,10,15,18,29,32,38
2,3,6,14,23,29,41
1,17,21,22,31,34,45
9,19,29,30,34,40,45
6,13,16,23,27,31,39
3,5,6,7,13,23,34
1,8,12,19,26,30,40
3,15,19,27,31,40,41
11,16,21,22,25,28,41
2,3,15,17,23,30,44
2,4,12,17,19,33,44
8,13,16,23,30,33,40
3,8,27,28,34,40,44
18,23,24,25,29,34,41
8,9,16,35,38,39,44
6,15,25,26,32,33,40
3,8,23,26,27,29,41
1,4,7,22,37,38,40
8,13,19,27,35,38,45
6,8,20,32,36,40,44
11,14,23,30,32,38,43
4,10,25,27,35,36,39
12,26,28,33,36,38,43
2,5,7,20,22,43,45
7,8,20,22,25,26,39
1,19,23,25,27,36,40
5,12,22,28,33,34,38
7,8,13,26,35,38,42
6,14,22,35,36,37,43
3,4,24,33,39,40,45
9,12,17,27,28,33,34
2,4,14,19,21,36,38
5,16,17,28,30,34,41
11,23,27,33,34,37,38
14,15,18,23,26,30,41
7,11,20,29,32,37,41
2,5,16,18,26,28,39
8,12,14,16,20,33,38
7,13,16,20,28,29,36
8,15,16,25,26,28,41
10,13,15,16,37,39,44
3,17,24,25,27,34,41
18,21,24,40,42,43,45
5,9,13,18,29,40,41
9,11,19,20,35,43,45
22,25,29,36,41,42,44
10,19,34,36,40,42,45
12,15,17,30,34,35,37
10,11,14,26,29,33,39
7,9,15,21,24,25,40
4,25,33,36,41,43,45
7,8,9,15,17,28,41
1,3,4,13,15,21,26
15,16,17,19,31,37,42
3,16,20,23,27,28,35
6,20,28,29,33,34,40
7,8,16,21,24,27,35
5,8,9,20,24,27,34
10,21,23,27,35,41,45
2,4,20,25,27,29,42
6,14,26,27,29,33,39
5,18,22,24,25,39,41
7,9,12,18,26,27,39
4,8,16,22,28,34,41
2,5,16,20,27,40,44
6,18,20,24,31,37,38
1,4,17,19,22,27,29
15,21,23,26,32,34,40
1,2,9,19,25,36,42
6,8,12,25,32,39,44
6,10,15,16,36,43,45
3,16,29,33,34,35,36
5,12,17,23,25,31,44
1,3,6,15,18,21,34
6,7,8,9,20,22,28
5,10,11,16,21,25,37
5,6,9,12,15,33,34
2,8,12,24,29,30,33
11,18,21,25,29,42,45
7,8,9,21,29,36,40
6,9,12,18,20,35,38
1,22,31,34,35,39,42
5,6,7,8,37,39,44
2,5,7,11,13,31,32
10,12,13,27,29,40,44
1,9,12,14,18,32,39
1,5,20,21,25,33,39
7,10,23,25,27,31,43
6,13,14,19,31,41,45
5,8,12,17,28,30,43
5,7,15,21,29,32,41
3,23,26,29,32,33,42
3,5,15,22,23,34,40
3,11,15,17,18,24,39
7,10,19,21,27,36,44
6,15,22,35,36,42,45
9,21,24,27,35,38,40
4,6,11,16,19,27,45
2,6,25,29,34,36,37
6,8,17,28,34,41,42
7,10,14,17,19,38,45
6,12,14,22,33,38,45
3,11,29,35,37,43,45
1,12,30,33,34,37,44
7,8,10,26,33,42,45
1,2,4,10,16,31,39
1,7,11,17,19,25,43
19,21,24,28,32,34,45
1,4,9,19,20,37,40
3,4,16,17,20,32,34
6,20,29,31,36,40,43
1,5,8,14,17,19,20
3,4,15,19,28,38,44
4,7,14,18,19,28,42
5,18,32,33,35,36,44
12,25,26,28,35,39,42
6,18,20,32,33,34,44
1,9,10,12,20,26,32
6,7,11,12,14,16,17
5,15,29,35,40,44,45
2,11,13,15,28,33,41
1,4,12,15,22,33,43
4,5,8,16,23,44,45
2,14,16,21,25,27,41
4,5,8,16,21,26,31
2,7,8,13,15,29,43
3,7,8,12,17,37,39
19,24,26,34,39,43,44
1,9,13,16,22,33,34
1,3,7,14,21,24,31
3,5,12,15,21,25,30
12,15,19,22,36,41,43
2,5,15,16,20,28,32
8,19,25,28,30,39,42
1,13,15,30,35,39,40
7,17,21,28,34,36,44
1,14,24,27,28,30,39
6,19,22,34,36,38,39
17,19,27,30,37,42,45
2,3,5,16,28,42,43
1,2,18,20,27,35,41
7,8,10,12,18,23,34
2,3,5,11,26,27,44
3,8,10,21,28,38,40
1,7,11,26,33,37,40
14,18,19,21,25,43,44
7,12,17,35,40,42,44
3,6,8,23,32,36,45
4,7,16,22,24,37,40
7,12,19,27,35,39,41
6,12,26,27,32,39,44
16,18,24,28,31,35,44
1,9,12,13,22,26,41
2,3,19,23,39,41,43
1,14,25,26,30,31,35
2,5,17,18,22,26,41
3,6,24,25,26,29,38
1,9,20,29,31,35,40
4,7,10,16,17,20,41
13,15,20,31,38,42,45
1,2,7,11,13,17,41
2,6,9,33,36,42,43
8,28,31,34,37,40,41
3,7,13,16,21,29,39
16,25,27,29,30,33,37
1,11,14,30,31,33,43
7,9,17,26,36,38,45
7,18,19,28,31,33,37
8,18,22,23,26,28,31
12,18,20,21,29,37,40
8,9,24,27,31,41,44
10,14,20,33,37,42,43
1,8,11,12,27,36,42
5,24,28,32,38,39,45
2,5,10,18,22,36,39
7,15,20,21,24,28,42
7,13,29,32,39,43,45
3,6,10,17,18,37,45
5,6,8,29,30,36,38
7,9,19,30,37,42,44
5,6,12,24,26,31,40
2,19,20,21,23,33,40
9,11,20,35,38,42,43
17,20,24,26,34,36,39
4,6,22,24,33,36,42
4,7,9,13,14,36,41
14,17,19,20,21,28,29
21,22,24,36,40,44,45
1,7,16,23,29,31,42
4,14,22,25,26,31,36
3,5,22,26,39,43,44
7,15,20,22,28,36,38
1,4,7,11,27,30,36
3,16,20,21,34,37,38
24,30,32,34,38,41,42
14,16,17,19,22,41,43
2,4,19,24,30,33,38
15,16,23,29,33,40,45
1,10,16,19,21,31,40
6,12,18,19,24,25,35
5,17,22,27,29,31,35
4,5,12,30,35,36,43
1,4,7,10,12,25,35
3,11,15,25,28,29,41
4,6,14,20,23,26,35
4,5,7,16,26,31,39
2,3,12,19,23,32,40
5,8,14,20,21,35,40
1,2,16,17,32,34,44
1,3,7,23,36,37,41
8,12,26,32,36,40,41
1,10,11,15,19,20,44
7,14,28,30,39,41,42
1,3,10,14,22,29,37
3,16,17,19,24,25,35
1,10,15,30,31,38,43
3,9,21,25,33,35,42
3,5,29,32,37,41,43
1,5,7,31,33,41,43
2,3,4,12,17,26,32
1,3,9,15,29,40,43
15,23,25,28,38,43,44
13,15,31,33,34,36,45
6,15,16,22,35,39,43
10,14,27,30,34,36,40
3,6,15,19,20,23,28
3,12,17,21,24,38,45
6,14,17,19,25,32,34
6,9,20,21,22,38,40
13,14,18,21,23,25,31
2,10,21,25,33,41,43
14,28,29,30,37,38,44
8,9,13,16,24,25,42
1,15,21,29,35,36,45
7,13,15,21,25,42,43
4,11,20,21,25,42,45
6,13,17,19,25,34,37
4,7,19,26,35,41,43
2,6,11,19,35,39,40
23,24,33,36,38,40,44
2,14,15,20,28,31,34
1,7,9,30,31,35,40
2,5,7,10,11,12,36
6,32,36,39,40,42,44
2,4,19,25,30,31,38
3,4,6,18,21,23,31
5,19,20,23,26,31,43
3,5,22,25,27,36,45
4,5,14,15,16,29,42
4,11,16,24,28,33,45
3,4,16,17,29,32,44
10,11,14,22,26,36,42
2,3,12,24,33,42,45
2,8,10,25,28,33,37
2,29,30,34,35,41,45
2,17,18,21,29,37,45
13,24,27,28,30,33,43
2,4,6,14,16,25,27
9,26,32,39,40,42,44
