14,31,-13
15,20,-13
15,21,-13
15,29,-13
15,35,-13
15,45,-13
17,24,-13
17,27,-13
17,44,-13
18,22,-13
18,23,-13
18,31,-13
18,37,-13
19,37,-13
20,32,-13
20,38,-13
20,45,-13
21,45,-13
22,29,-13
22,33,-13
22,36,-13
22,43,-13
23,31,-13
23,40,-13
23,41,-13
24,26,-13
24,27,-13
25,35,-13
25,41,-13
26,32,-13
26,41,-13
26,44,-13
27,30,-13
28,42,-13
29,42,-13
30,34,-13
30,40,-13
31,40,-13
32,41,-13
34,44,-13
34,45,-13
35,43,-13
35,45,-13
36,39,-13
36,43,-13
37,44,-13
40,44,-13
41,43,-13
1,4,-14
1,9,-14
1,35,-14
2,28,-14
2,34,-14
2,43,-14
3,11,-14
3,24,-14
3,34,-14
3,41,-14
3,43,-14
4,7,-14
4,26,-14
4,31,-14
5,15,-14
5,18,-14
5,29,-14
6,15,-14
6,34,-14
6,37,-14
7,16,-14
7,25,-14
7,29,-14
7,39,-14
7,40,-14
8,20,-14
8,41,-14
12,40,-14
13,41,-14
14,19,-14
15,41,-14
16,20,-14
16,23,-14
16,41,-14
17,22,-14
17,28,-14
17,39,-14
18,20,-14
18,29,-14
19,21,-14
19,25,-14
19,34,-14
19,40,-14
19,45,-14
20,28,-14
20,40,-14
20,43,-14
21,24,-14
22,28,-14
22,39,-14
25,39,-14
28,39,-14
28,41,-14
29,37,-14
29,41,-14
32,39,-14
33,43,-14
35,36,-14
39,44,-14
1,2,-15
1,7,-15
1,12,-15
1,33,-15
1,43,-15
2,11,-15
2,17,-15
3,28,-15
3,33,-15
4,25,-15
4,33,-15
5,17,-15
5,43,-15
5,44,-15
6,23,-15
7,12,-15
7,20,-15
7,42,-15
8,26,-15
10,27,-15
14,16,-15
16,27,-15
16,33,-15
16,37,-15
17,41,-15
17,45,-15
18,21,-15
18,28,-15
19,27,-15
20,21,-15
20,35,-15
22,45,-15
23,32,-15
24,25,-15
24,28,-15
24,33,-15
24,34,-15
25,36,-15
26,33,-15
27,45,-15
28,29,-15
29,33,-15
29,45,-15
34,40,-15
35,40,-15
36,42,-15
1,19,-16
1,26,-16
1,31,-16
2,4,-16
2,33,-16
2,36,-16
3,5,-16
3,6,-16
3,17,-16
3,40,-16
5,28,-16
6,14,-16
7,8,-16
7,13,-16
7,35,-16
7,36,-16
7,41,-16
13,16,-16
13,27,-16
15,43,-16
16,17,-16
16,25,-16
16,29,-16
16,44,-16
17,19,-16
23,27,-16
23,29,-16
25,28,-16
27,37,-16
29,35,-16
31,35,-16
33,37,-16
43,45,-16
2,3,-17
2,5,-17
2,19,-17
2,20,-17
2,25,-17
3,23,-17
3,29,-17
6,12,-17
6,25,-17
6,32,-17
6,36,-17
7,17,-17
12,26,-17
12,33,-17
14,30,-17
15,28,-17
15,40,-17
17,25,-17
19,20,-17
19,43,-17
20,33,-17
21,40,-17
25,42,-17
26,35,-17
26,39,-17
27,33,-17
29,40,-17
33,34,-17
3,15,-18
4,16,-18
6,33,-18
8,28,-18
16,28,-18
19,28,-18
21,25,-18
25,43,-18
28,34,-18
33,45,-18
35,39,-18
5,16,-19
28,33,-19
42,45,-19
3,21,-20
12,17,-20
27,35,-20
17,34,-21
25,27,-21
